utilization.type,year,state,quarter,gennme,prodnme,strngth,mstfmds,suppression,totalRX
MCOU,2013,LA,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2013,LA,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,16
MCOU,2013,LA,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2013,LA,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,32
MCOU,2013,LA,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2013,LA,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,38
FFSU,2013,LA,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,174
FFSU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,150
MCOU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2014,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2014,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,142
FFSU,2014,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,119
MCOU,2014,LA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,33
FFSU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
MCOU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,28
FFSU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,2231
MCOU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,2114
FFSU,2014,LA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2014,LA,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
FFSU,2014,LA,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2014,LA,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,19
MCOU,2014,LA,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,41
MCOU,2014,LA,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2014,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,174
FFSU,2014,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,197
FFSU,2014,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2014,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2014,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,128
MCOU,2014,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,228
MCOU,2014,LA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
FFSU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,44
FFSU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,26
MCOU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,16
FFSU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,2653
MCOU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1825
FFSU,2014,LA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2014,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2014,LA,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2014,LA,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2014,LA,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,34
MCOU,2014,LA,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,20
MCOU,2014,LA,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2014,LA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2014,LA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,215
MCOU,2014,LA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,160
MCOU,2014,LA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2014,LA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2014,LA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,434
FFSU,2014,LA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,60
FFSU,2014,LA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,LA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
FFSU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,58
FFSU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,45
MCOU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,14
MCOU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1649
FFSU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,3013
FFSU,2014,LA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2014,LA,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2014,LA,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,21
FFSU,2014,LA,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,14
MCOU,2014,LA,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,32
MCOU,2014,LA,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,29
FFSU,2014,LA,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2014,LA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,226
FFSU,2014,LA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,31
MCOU,2014,LA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,517
MCOU,2014,LA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,LA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2014,LA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2014,LA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,33
FFSU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,23
MCOU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1870
FFSU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,371
FFSU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2014,LA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2014,LA,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2014,LA,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2014,LA,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2014,LA,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2015,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2015,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,219
MCOU,2015,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,420
FFSU,2015,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2015,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,583
MCOU,2015,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2015,LA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2015,LA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,73
MCOU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,70
MCOU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,35
FFSU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,47
MCOU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,4039
FFSU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,3248
MCOU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2015,LA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2015,LA,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2015,LA,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,21
MCOU,2015,LA,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,17
MCOU,2015,LA,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,22
FFSU,2015,LA,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,40
MCOU,2015,LA,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,18
MCOU,2015,LA,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,1,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
FFSU,2015,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,22
MCOU,2015,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,506
FFSU,2015,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,56
FFSU,2015,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2015,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,575
MCOU,2015,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2015,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2015,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2015,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2015,LA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,19
MCOU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,98
FFSU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,19
MCOU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,30
MCOU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,5411
FFSU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,864
FFSU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,19
FFSU,2015,LA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2015,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2015,LA,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2015,LA,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,14
MCOU,2015,LA,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,15
MCOU,2015,LA,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,17
FFSU,2015,LA,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,25
FFSU,2015,LA,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,2,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2015,LA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,583
MCOU,2015,LA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,572
MCOU,2015,LA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2015,LA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2015,LA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2015,LA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,90
MCOU,2015,LA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,27
MCOU,2015,LA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2015,LA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,14
MCOU,2015,LA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,5729
MCOU,2015,LA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,26
MCOU,2015,LA,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,28
MCOU,2015,LA,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
MCOU,2015,LA,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2015,LA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,696
MCOU,2015,LA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,488
MCOU,2015,LA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2015,LA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,76
FFSU,2015,LA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2015,LA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,17
FFSU,2015,LA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,16
MCOU,2015,LA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,5325
MCOU,2015,LA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,23
MCOU,2015,LA,4,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,T,0
MCOU,2015,LA,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,21
MCOU,2015,LA,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
MCOU,2015,LA,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,14
FFSU,2015,LA,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,4,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2015,LA,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2015,LA,4,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
MCOU,2016,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2016,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,713
MCOU,2016,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,441
MCOU,2016,LA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2016,LA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2016,LA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,88
MCOU,2016,LA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2016,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2016,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,5383
FFSU,2016,LA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,21
MCOU,2016,LA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,19
MCOU,2016,LA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2016,LA,1,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,T,0
MCOU,2016,LA,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,22
MCOU,2016,LA,1,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
MCOU,2016,LA,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,LA,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,LA,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,LA,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,LA,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,LA,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,LA,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2016,LA,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,LA,1,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
MCOU,2016,LA,1,Buprenorphine,BELBUCA,150 MCG,Film,T,0
MCOU,2016,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,823
MCOU,2016,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,396
MCOU,2016,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2016,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2016,LA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2016,LA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2016,LA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
