state,year,quarter,gennme_c,prodnme,strngth,mstfmds,suppression_used,total_prescriptions
ks,2018,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
ks,2018,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,TRUE,0
ks,2018,4,Buprenorphine,BELBUCA,150 MCG,Film,TRUE,0
ks,2018,4,Buprenorphine,BELBUCA,300 MCG,Film,TRUE,0
ks,2018,4,Buprenorphine,BELBUCA,75 MCG,Film,TRUE,0
ks,2018,4,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",FALSE,16
ks,2018,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",FALSE,24
ks,2018,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",FALSE,15
ks,2018,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
ks,2018,4,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",TRUE,0
ks,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
ks,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,108
ks,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
ks,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
ks,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
ks,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,150
ks,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
ks,2018,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,TRUE,0
ks,2018,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,34
ks,2018,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,FALSE,24
ks,2018,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,430
ks,2018,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
ks,2018,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
ks,2019,1,Buprenorphine,BELBUCA,150 MCG,Film,TRUE,0
ks,2019,1,Buprenorphine,BELBUCA,300 MCG,Film,TRUE,0
ks,2019,1,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,1,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
ks,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,81
ks,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,FALSE,18
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,126
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,178
ks,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,18
ks,2019,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,310
ks,2019,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,2,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",FALSE,12
ks,2019,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,2,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,13
ks,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
ks,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,114
ks,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,FALSE,12
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,FALSE,13
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,373
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,173
ks,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,27
ks,2019,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
ks,2019,2,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,TRUE,0
ks,2019,3,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,3,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,12
ks,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
ks,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,79
ks,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,FALSE,12
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,FALSE,19
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,395
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,261
ks,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
ks,2019,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,TRUE,0
ks,2019,4,Buprenorphine,BELBUCA,300 MCG,Film,TRUE,0
ks,2019,4,Buprenorphine,BELBUCA,900 MCG,Film,TRUE,0
ks,2019,4,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,4,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",TRUE,0
ks,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
ks,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,72
ks,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,FALSE,14
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,390
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,208
ks,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,TRUE,0
ks,2019,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
ks,2020,1,Buprenorphine,BELBUCA,600 MCG,Film,NA,0
ks,2020,1,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",NA,0
ks,2020,1,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",NA,0
ks,2020,1,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",NA,0
ks,2020,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,NA,0
ks,2020,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,NA,53
ks,2020,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,NA,0
ks,2020,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,NA,34
ks,2020,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,NA,0
ks,2020,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,NA,32
ks,2020,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,NA,421
ks,2020,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,NA,289
ks,2020,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,NA,0
ks,2020,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,NA,0
ks,2020,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,NA,0
ks,2020,1,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,NA,0
la,2010,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2010,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2010,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,31
la,2010,1,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,TRUE,0
la,2010,1,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,FALSE,40
la,2010,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,48
la,2010,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1919
la,2010,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2010,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2010,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,58
la,2010,2,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,TRUE,0
la,2010,2,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,FALSE,84
la,2010,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,44
la,2010,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,2162
la,2010,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2010,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2010,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,134
la,2010,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
la,2010,3,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,TRUE,0
la,2010,3,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,FALSE,39
la,2010,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,51
la,2010,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,2367
la,2010,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2010,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2010,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,195
la,2010,4,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,TRUE,0
la,2010,4,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,FALSE,17
la,2010,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,18
la,2010,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,36
la,2010,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,565
la,2010,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1972
la,2011,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2011,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2011,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,180
la,2011,1,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,TRUE,0
la,2011,1,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,TRUE,0
la,2011,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,25
la,2011,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,35
la,2011,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,931
la,2011,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
la,2011,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1914
la,2011,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,86
la,2011,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,23
la,2011,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,39
la,2011,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2011,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,13
la,2011,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2011,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,186
la,2011,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
la,2011,2,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,TRUE,0
la,2011,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,27
la,2011,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,TRUE,0
la,2011,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,27
la,2011,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,1213
la,2011,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
la,2011,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1732
la,2011,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,147
la,2011,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,40
la,2011,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,91
la,2011,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2011,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2011,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,166
la,2011,3,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,TRUE,0
la,2011,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,26
la,2011,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,37
la,2011,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,1428
la,2011,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1822
la,2011,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,117
la,2011,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,56
la,2011,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,40
la,2011,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,13
la,2011,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2011,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,184
la,2011,4,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,TRUE,0
la,2011,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,29
la,2011,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,46
la,2011,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,1721
la,2011,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1696
la,2012,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,84
la,2012,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,51
la,2012,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,27
la,2012,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2012,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,15
la,2012,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2012,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,202
la,2012,1,Buprenorphine Hydrochloride,SUBUTEX,8 MG,Tablet,TRUE,0
la,2012,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,23
la,2012,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,FALSE,39
la,2012,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,2151
la,2012,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
la,2012,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,FALSE,1151
la,2012,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,98
la,2012,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,66
la,2012,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,31
la,2012,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
la,2012,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,15
la,2012,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
la,2012,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,225
la,2012,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,28
