utilization.type,year,state,quarter,gennme,prodnme,strngth,mstfmds,suppression,totalRX
FFSU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,34
FFSU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,31
FFSU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,14
MCOU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,72
MCOU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,58
FFSU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,34
FFSU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,21
FFSU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,30
MCOU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,76
MCOU,2011,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2011,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2011,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2011,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2020,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,34
MCOU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,51
FFSU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,49
FFSU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,41
FFSU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,46
MCOU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,37
MCOU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,38
MCOU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,38
FFSU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,35
MCOU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,39
FFSU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,28
FFSU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,16
FFSU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,19
MCOU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,36
FFSU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,27
FFSU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,15
MCOU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,29
MCOU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,37
MCOU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,38
FFSU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,30
MCOU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,23
FFSU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,13
MCOU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,25
MCOU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,28
FFSU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,16
FFSU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,17
MCOU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,25
MCOU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,22
MCOU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,25
MCOU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,23
FFSU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,24
MCOU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,61
FFSU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,13
MCOU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,42
FFSU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,16
MCOU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,51
FFSU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
FFSU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,21
FFSU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,28
MCOU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,26
FFSU,2020,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2011,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,81
FFSU,2020,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1166
FFSU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1108
FFSU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1140
FFSU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1117
MCOU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,105
MCOU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,68
FFSU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1218
MCOU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,735
MCOU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,147
FFSU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1061
MCOU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,719
FFSU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,907
MCOU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,894
FFSU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1090
MCOU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,776
FFSU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1029
MCOU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,740
FFSU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,841
FFSU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,690
FFSU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,817
FFSU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,832
MCOU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,702
MCOU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,659
MCOU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,740
MCOU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,873
FFSU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,642
FFSU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,628
MCOU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,505
MCOU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,416
FFSU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,637
MCOU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,453
MCOU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,594
FFSU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,692
MCOU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,390
FFSU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,610
FFSU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,669
MCOU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,348
MCOU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,404
FFSU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,583
MCOU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,428
FFSU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,634
FFSU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,629
MCOU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1010
MCOU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1239
FFSU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,575
FFSU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,470
FFSU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,578
MCOU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1335
MCOU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1377
MCOU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1449
MCOU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1352
MCOU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1502
FFSU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,410
FFSU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,508
MCOU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1338
FFSU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,506
FFSU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,362
MCOU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1059
MCOU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,911
FFSU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,380
FFSU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,218
MCOU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,1249
FFSU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,280
MCOU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,748
FFSU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,315
FFSU,2011,GA,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,44
FFSU,2011,GA,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,114
FFSU,2011,GA,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,95
MCOU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,398
FFSU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,171
FFSU,2010,GA,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2020,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,34
MCOU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,16
MCOU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,65
FFSU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,18
FFSU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,25
FFSU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,28
MCOU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,33
FFSU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,24
MCOU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,62
MCOU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,63
MCOU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,55
FFSU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,35
FFSU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,14
MCOU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,26
MCOU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,24
MCOU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,25
FFSU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,13
MCOU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,21
FFSU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,16
MCOU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,21
MCOU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,15
FFSU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,16
MCOU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,12
MCOU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,19
FFSU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,14
MCOU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,20
MCOU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
FFSU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,12
FFSU,2010,GA,3,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,T,0
FFSU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,18
FFSU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,28
MCOU,2012,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,32
FFSU,2012,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,12
MCOU,2012,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,44
FFSU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,19
MCOU,2012,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,32
MCOU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,63
FFSU,2011,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2011,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2011,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2011,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2010,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2010,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Tablet,F,17
